1,Company,URL,Emp Count,Customer Problem & Solution (≈100 words),Key Technologies,Emp Count Source,Count Source Type
92,Spencer Hospital,spencerhospital.org,600,"Rural northwest Iowa residents risk delayed care when tertiary centers are hours away. Spencer Hospital combines a 99-bed acute facility, clinic partnerships, and Level IV trauma to deliver full-service diagnostics, oncology, and surgical care locally. Tele-specialty links to Sioux Falls and Mayo expand subspecialty access without travel.",Epic Community Connect EHR; GE CT & MRI suite; telestroke & teleICU; da Vinci robotic surgery; patient-engagement portal,LeadIQ,Multi 2dary
474,Houston Dynamo FC,houstondynamo.com,250,"Sponsors and supporters expect MLS-calibre entertainment and community impact. The club’s data-driven ticketing, fan-ID graph and venue-app create personalised offers, while academy and Dash programmes deepen pipeline and equity. Shell Energy Stadium upgrades keep match-day NPS high and sponsorship ROI measurable. LinkedIn",Fan-360 CRM; mobile wallet & loyalty; RFID entry; Catapult athlete-tracking; solar-powered LED pitch lighting,Not Specified,Not Specified
475,Succession Wealth,successionwealth.co.uk,659,"Affluent UK professionals juggle fragmented pension pots and tax rules. Succession’s independent planners model lifetime cash-flows, execute platform transfers and coordinate trusts, investments and protection, delivering one clear plan and digital dashboard that adapts as legislation changes. LinkedIn",Voyant cash-flow modeller; platform-agnostic custody; multi-asset MPS; client portal & DocuSign; FCA-compliant CRM,Not Specified,Not Specified
476,iptiQ (Swiss Re),iptiq.com,474,"Traditional insurers launch digital products slowly. iptiQ provides a white-label life & P&C platform—underwriting rules, KYC, policy admin, claims APIs—so brands embed cover at checkout in weeks, widening protection reach while Swiss Re carries the risk. LinkedIn",Cloud-native policy platform; data-driven underwriting engine; multi-tenant API gateway; AI claims triage; partner analytics console,Not Specified,Not Specified
477,PacketWatch,packetwrench.com,28,"SMB SOC tools drown in alerts yet miss stealth attackers. PacketWatch hunts packets and endpoints for abnormal behaviours, delivers human-verified findings and incident response hours—not days—shrinking dwell time and compliance gaps for regulated clients.",Network + host threat-hunting platform; Zeek & Suricata telemetry; DFIR rapid-response playbooks; MITRE-mapped detection library; vCISO portal,Not Specified,Not Specified
478,Woodstream Corporation,woodstream.com,567,"Homeowners and retailers face fragmented pest-control SKUs and unreliable supply. Woodstream designs, manufactures and ships Victor, Terro and Safer-Brand traps and bird-feeding products from US plants, pairing R&D with retailer EDI and DTC sites so inventory stays in stock year-round.",Patented electronic traps; IoT-enabled rodent-monitoring; ESG polymer recycling; SAP S/4HANA supply chain; omnichannel EDI/EDI,Not Specified,Not Specified
78,Davies Group,davies-group.com,"6,500","Insurers and highly-regulated firms drown in fragmented claims, compliance, and customer-experience processes that inflate expense ratios. Davies supplies modular BPO, AI-enabled claims automation, and regulatory consulting that knit front-office CX, mid-office analytics, and back-office adjudication into one outcome-based SLA. Clients de-risk transformation, cut cycle times, and free capital for growth instead of building duplicative internal teams.",Low-code claims rules engine; cloud speech/text analytics; robotic process automation pods; ISO 27001 SOC2 ops cloud; data science CoE,Easyleadz,Multi 2dary
479,Wellcome Sanger Institute,sanger.ac.uk,1473,"Global researchers need reference-grade genomes at scale. Sanger combines large-volume sequencing, cloud bio-informatics and open-data policies to map cancer, pathogens and biodiversity, underpinning vaccines and diagnostics worldwide. Its faculty and spin-outs turn discoveries into clinical impact.",150 PB genomics data lake; HiFi/ONT long-read pipelines; Open Targets drug-discovery platform; CRISPR screening; Tree-of-Life HPC cluster,Not Specified,Not Specified
568,BTinternet (BT Group),btinternet.com,15000,"UK consumers and SMEs need reliable, high-speed broadband but face complex plan options and patchy coverage. BT Internet bundles fiber, fixed-wire, and 5G Home hubs with managed Wi-Fi and security safeguards. Their network-oriented service portal offers predictive speed-check, automated fault diagnostics, and one-click profile switches between work-and-home QoS settings. Customers enjoy consistent throughput and self-help tools without navigating multiple ISPs.",FTTP & 5G Home gateways; cloud NOC diagnostics; predictive speed analytics; secure-home firewall, (BT Consumer),Multi 2dary
480,MDOutlook,mdoutlook.com,9,"Pharma launch teams guess at oncologist sentiment and lose share. MDOutlook’s Lumineer™ platform surveys 500 k clinicians, mines literature and social data, and maps influencer networks, guiding targeting, education and conference strategy that lifts adoption in competitive tumour types.",Lumineer KOL graph; NLP publication mining; survey panel SaaS; agile advisory boards portal; precision segmentation analytics,Not Specified,Not Specified
481,Precision Strategies,precisionstrategies.com,211,"Organisations facing crises or campaigns need integrated comms, digital and data but hate multi-agency chaos. Precision unites pollsters, creatives and media buyers under one P&L, using real-time analytics and rapid-content studios to move opinion and revenue fast for Fortune 100s and causes.",Multivariate sentiment tracker; cross-channel buying OS; grassroots SMS/CRM stack; in-house production & live war-room dashboards,Not Specified,Not Specified
848,Gigamon,gigamon.com,"1,000","Enterprises and service providers lack unified visibility into east-west traffic and encrypted flows, creating blind spots for performance monitoring and security. Gigamon’s Deep Observability Pipeline ingests network packets, metadata, and telemetry, then filters, scales, and distributes relevant data to performance and security tools. Integrated SSL/TLS decryption, metadata enrichment, and centralized control enable deep visibility at high throughput without impacting network performance.",Packet-broker platform; SSL/TLS decryption; metadata-enrichment engine; centralized orchestration portal,Multi sources,Quick Est GPT-o3
945,First Tech Federal Credit Union,firsttechfed.com,"1,000","Tech professionals need modern banking but face legacy laggards. First Tech FCU’s digital platform offers real-time account opening, peer-to-peer payments, and integrated wealth-management tools. AI-powered fraud detection and personalized insights help members manage cashflow and investments, while API integrations enable seamless payroll and benefit-transfers—providing a fintech-grade experience backed by cooperative ownership.",Real-time digital banking; P2P payments; AI fraud detection; wealth-insights API,Multi sources,Quick Est GPT-o3
735,Osborne Clarke,osborneclarke.com,"1,300","Global in-house legal teams lack tech-enabled workflows for contract creation, approval, and compliance monitoring. Osborne Clarke provides legal-tech advisory, implementing CLM platforms with AI-driven clause libraries and risk scoring. Integrated e-signature, obligation-tracking dashboards, and secure collaboration portals reduce cycle times and improve governance across multi-jurisdictional enterprises—replacing manual lawyer reviews with data-driven processes.",CLM with AI clause library; e-sign integrations; obligation-tracking dashboard; secure collaboration portals,Multi sources,Quick Est GPT-o3
950,MGE Energy,mge.com,"1,300","Utilities need comprehensive energy-management and outage communication tools but struggle with disjointed systems. MGE Energy’s customer portal offers real-time outage maps, consumption analytics, and demand-response enrollment. Integrated smart-meter data, AI usage forecasts, and mobile alerts empower customers to manage bills and participate in DR programs—reducing call volume and peak demand without multiple platform integrations.",Smart-meter integration; outage-map API; AI consumption forecasts; demand-response workflows,Multi sources,Quick Est GPT-o3
